id,reactants>reagents>production
US04219657,CC[O:5][C:6]([CH2:7][c:8]1[cH:9][cH:10][c:11]2[c:12]([s:13][c:14]3[c:15]2[cH:16][c:17]([Cl:20])[cH:18][cH:19]3)[cH:21]1)=[O:22]>>[O:5]=[C:6]([CH2:7][c:8]1[cH:9][cH:10][c:11]2[c:12]([s:13][c:14]3[c:15]2[cH:16][c:17]([Cl:20])[cH:18][cH:19]3)[cH:21]1)[OH:22]
US08263606B2,O[C:10]1([c:18]2[cH:19][c:20]3[c:21]([cH:28][c:29]2[OH:30])[N:22]([CH3:27])[C:23](=[O:26])[CH2:24][O:25]3)[C:9](=[O:31])[N:8]([CH:7]([c:1]2[cH:2][cH:3][cH:4][cH:5][cH:6]2)[c:32]2[cH:33][cH:34][cH:35][cH:36][cH:37]2)[c:16]2[c:11]1[cH:12][cH:13][cH:14][cH:15]2>>[c:1]1([CH:7]([N:8]2[C:9](=[O:31])[CH:10]([c:18]3[cH:19][c:20]4[c:21]([cH:28][c:29]3[OH:30])[N:22]([CH3:27])[C:23](=[O:26])[CH2:24][O:25]4)[c:11]3[cH:12][cH:13][cH:14][cH:15][c:16]32)[c:32]2[cH:33][cH:34][cH:35][cH:36][cH:37]2)[cH:2][cH:3][cH:4][cH:5][cH:6]1
US08268754B2,O=C1c2ccccc2C(=O)[N:26]1[CH2:25][c:3]1[c:2]([Br:1])[cH:7][c:6]([C:8]2=[N:9][CH2:10][C:11]([C:13]([F:14])([F:15])[F:16])([c:17]3[cH:18][c:19]([Cl:24])[cH:20][c:21]([Cl:23])[cH:22]3)[CH2:12]2)[cH:5][cH:4]1>>[Br:1][c:2]1[c:3]([CH2:25][NH2:26])[cH:4][cH:5][c:6]([C:8]2=[N:9][CH2:10][C:11]([C:13]([F:14])([F:15])[F:16])([c:17]3[cH:18][c:19]([Cl:24])[cH:20][c:21]([Cl:23])[cH:22]3)[CH2:12]2)[cH:7]1
US06919331B2,Cl[c:2]1[c:3]([N+:10](=[O:11])[O-:12])[cH:4][c:5]([C:6]#[N:7])[cH:8][cH:9]1.[CH2:13]([CH2:14][CH:15]([CH3:16])[CH3:17])[NH2:18]>>[c:2]1([NH:18][CH2:13][CH2:14][CH:15]([CH3:16])[CH3:17])[c:3]([N+:10](=[O:11])[O-:12])[cH:4][c:5]([C:6]#[N:7])[cH:8][cH:9]1
US04745232,[N+:1](=[O:2])([O-:3])[c:4]1[c:5]([OH:6])[cH:7][cH:8][c:9]([N+:12](=[O:13])[O-:14])[c:10]1[OH:11].[O-][N+:20](=[O:21])[OH:22]>>[N+:1](=[O:2])([O-:3])[c:4]1[c:5]([OH:6])[c:7]([N+:20](=[O:21])[O-:22])[cH:8][c:9]([N+:12](=[O:13])[O-:14])[c:10]1[OH:11]
US04783467,[NH2:1][CH2:2][C:3](=[O:4])[O:5][CH2:6][CH3:7].O=[CH:21][c:10]1[c:9]([NH2:8])[c:14]([CH3:15])[cH:13][c:12](-[n:16]2[n:17][cH:18][n:19][cH:20]2)[cH:11]1>>[NH:1]([CH2:2][C:3](=[O:4])[O:5][CH2:6][CH3:7])[CH2:15][c:14]1[c:9]([NH2:8])[c:10]([CH3:21])[cH:11][c:12](-[n:16]2[n:17][cH:18][n:19][cH:20]2)[cH:13]1
US04900728,O[C:38]([C:37]([c:35]1[cH:34][s:33][c:32]([NH:31][C:12]([c:13]2[cH:14][cH:15][cH:16][cH:17][cH:18]2)([c:19]2[cH:20][cH:21][cH:22][cH:23][cH:24]2)[c:25]2[cH:26][cH:27][cH:28][cH:29][cH:30]2)[n:36]1)=[N:41][O:42][C:43]([c:44]1[cH:45][cH:46][cH:47][cH:48][cH:49]1)([c:50]1[cH:51][cH:52][cH:53][cH:54][cH:55]1)[c:56]1[cH:57][cH:58][cH:59][cH:60][cH:61]1)=[O:39].[F:67][CH2:68][CH:69]1[CH:70]([NH2:74])[C:71](=[O:73])[NH:72]1>>[C:12]([c:13]1[cH:14][cH:15][cH:16][cH:17][cH:18]1)([c:19]1[cH:20][cH:21][cH:22][cH:23][cH:24]1)([c:25]1[cH:26][cH:27][cH:28][cH:29][cH:30]1)[NH:31][c:32]1[s:33][cH:34][c:35]([C:37]([C:38](=[O:39])[NH:74][C@H:70]2[C@@H:69]([CH2:68][F:67])[NH:72][C:71]2=[O:73])=[N:41][O:42][C:43]([c:44]2[cH:45][cH:46][cH:47][cH:48][cH:49]2)([c:50]2[cH:51][cH:52][cH:53][cH:54][cH:55]2)[c:56]2[cH:57][cH:58][cH:59][cH:60][cH:61]2)[n:36]1
US06005000,c1ccc(C[O:19][C:3]2=[C:2]([OH:1])[C:6]([c:7]3[cH:8][cH:9][c:10]([CH2:13][CH:14]([CH3:15])[CH3:16])[cH:11][cH:12]3)([CH3:17])[O:5][C:4]2=[O:18])cc1>>[OH:1][C:2]1=[C:3]([OH:19])[C:4](=[O:18])[O:5][C:6]1([c:7]1[cH:8][cH:9][c:10]([CH2:13][CH:14]([CH3:15])[CH3:16])[cH:11][cH:12]1)[CH3:17]
US07399759B2,[F:1][c:2]1[cH:3][c:4]([OH:11])[c:5]([C:6](=[O:7])[OH:8])[cH:9][cH:10]1.O[CH3:17]>>[F:1][c:2]1[cH:3][c:4]([OH:11])[c:5]([C:6](=[O:7])[O:8][CH3:17])[cH:9][cH:10]1
US07632875B2,[N+:1](=[O:2])([O-:3])[c:4]1[cH:5][cH:6][c:7]([OH:10])[cH:8][cH:9]1.Br[C:20]([C:19]([Br:18])([CH3:23])[CH3:24])=[O:21]>>[N+:1](=[O:2])([O-:3])[c:4]1[cH:5][cH:6][c:7]([O:10][C:20]([C:19]([Br:18])([CH3:23])[CH3:24])=[O:21])[cH:8][cH:9]1
US05536721,[SH:1][CH2:2][C:3](=[O:4])[O:5][CH3:6].O=[CH:17][c:16]1[c:8](Cl)[n:9]([CH2:19][O:20][CH2:21][CH2:22][O:23][CH3:24])[c:10]2[cH:11][cH:12][cH:13][cH:14][c:15]21>>[s:1]1[c:2]([C:3](=[O:4])[O:5][CH3:6])[cH:17][c:16]2[c:8]1[n:9]([CH2:19][O:20][CH2:21][CH2:22][O:23][CH3:24])[c:10]1[cH:11][cH:12][cH:13][cH:14][c:15]12
US06291452B1,CC(C)(C)[O:43][C:41]([c:37]1[cH:36][c:35]([NH:34][C:32]([NH:31][CH:10]2[N:9]=[C:8]([c:3]3[c:2]([F:1])[cH:7][cH:6][cH:5][cH:4]3)[c:14]3[c:13]([c:18]([CH3:19])[cH:17][cH:16][cH:15]3)[N:12]([CH2:20][C:21](=[O:22])[c:23]3[c:24]([CH3:29])[cH:25][cH:26][cH:27][cH:28]3)[C:11]2=[O:30])=[O:33])[cH:40][cH:39][cH:38]1)=[O:42]>>[F:1][c:2]1[c:3]([C:8]2=[N:9][CH:10]([NH:31][C:32](=[O:33])[NH:34][c:35]3[cH:36][c:37]([C:41](=[O:42])[OH:43])[cH:38][cH:39][cH:40]3)[C:11](=[O:30])[N:12]([CH2:20][C:21](=[O:22])[c:23]3[c:24]([CH3:29])[cH:25][cH:26][cH:27][cH:28]3)[c:13]3[c:14]2[cH:15][cH:16][cH:17][c:18]3[CH3:19])[cH:4][cH:5][cH:6][cH:7]1
US06693216B2,[C:12](/[CH:13]=[CH:14]/[CH:15]=[CH:16]/[CH3:17])(=[O:18])[O-:19]>>[C:12](/[CH:13]=[CH:14]/[CH:15]=[CH:16]/[CH3:17])(=[O:18])[O-:19]
US05136080,[NH2:1][c:2]1[n:3][c:4]([CH2:17][F:18])[c:5](-[c:9]2[c:10]([Cl:16])[c:11]([Cl:15])[cH:12][cH:13][cH:14]2)[c:6]([NH2:8])[n:7]1.Nc1nc(N)c(-c2cc([Cl:33])cc(Cl)c2Cl)c(CO)n1>>[NH2:1][c:2]1[n:3][c:4]([CH2:17][F:18])[c:5](-[c:9]2[c:10]([Cl:16])[c:11]([Cl:15])[cH:12][c:13]([Cl:33])[cH:14]2)[c:6]([NH2:8])[n:7]1
US07863298B2,O[C:8]([c:5]1[cH:4][cH:3][c:2]([Br:1])[cH:7][cH:6]1)([CH2:9][CH3:10])[CH2:11][CH3:12].[c:14]1([CH3:21])[cH:15][cH:16][cH:17][cH:18][c:19]1[OH:20]>>[Br:1][c:2]1[cH:3][cH:4][c:5]([C:8]([CH2:9][CH3:10])([CH2:11][CH3:12])[c:16]2[cH:15][c:14]([CH3:21])[c:19]([OH:20])[cH:18][cH:17]2)[cH:6][cH:7]1
US07763618B2,O=[C:8]([c:5]1[cH:4][cH:3][c:2]([OH:1])[cH:7][n:6]1)[OH:10].[c:42]1([CH2:48][CH2:49][CH2:50][NH2:51])[cH:43][cH:44][cH:45][cH:46][cH:47]1>>[OH:1][c:2]1[cH:3][cH:4][c:5]([C:8](=[O:10])[NH:51][CH2:50][CH2:49][CH2:48][c:42]2[cH:43][cH:44][cH:45][cH:46][cH:47]2)[n:6][cH:7]1
US08389736B2,[NH2:1][c:2]1[s:3][c:4](-[c:9]2[n:10][c:11]([NH:15][c:16]3[c:17]([O:23][CH3:24])[cH:18][cH:19][c:20]([Cl:22])[cH:21]3)[s:12][c:13]2[CH3:14])[c:5]([CH2:7][CH3:8])[n:6]1.Cl[C:25]([C:26]([CH3:27])([CH3:28])[CH3:29])=[O:30]>>[NH:1]([c:2]1[s:3][c:4](-[c:9]2[n:10][c:11]([NH:15][c:16]3[c:17]([O:23][CH3:24])[cH:18][cH:19][c:20]([Cl:22])[cH:21]3)[s:12][c:13]2[CH3:14])[c:5]([CH2:7][CH3:8])[n:6]1)[C:25]([C:26]([CH3:27])([CH3:28])[CH3:29])=[O:30]
US06903118B1,[CH:1]([c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1)([c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1)[N:14]1[CH2:15][CH2:16][NH:17][CH2:18][CH2:19]1.Cl[CH2:21][CH2:22][O:23][CH2:24][CH2:25][OH:26]>>[CH:1]([c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1)([c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1)[N:14]1[CH2:15][CH2:16][N:17]([CH2:21][CH2:22][O:23][CH2:24][CH2:25][OH:26])[CH2:18][CH2:19]1
US08912169B2,O=C(OCc1ccccc1)[NH:38][CH2:37][CH:34]1[CH2:33][CH2:32][CH:31]([CH2:30][C:29]([NH:28][CH:14]([CH2:13][c:9]2[c:8]([O:50][CH3:51])[c:7]([C:6]([O:5][C:1]([CH3:2])([CH3:3])[CH3:4])=[O:52])[cH:12][cH:11][cH:10]2)[B:15]2[O:16][C:17]3([CH3:27])[CH:18]4[C:19]([CH3:25])([CH3:26])[CH:20]([CH2:21][CH:22]3[O:23]2)[CH2:24]4)=[O:49])[CH2:36][CH2:35]1>>[C:1]([CH3:2])([CH3:3])([CH3:4])[O:5][C:6]([c:7]1[c:8]([O:50][CH3:51])[c:9]([CH2:13][CH:14]([B:15]2[O:16][C:17]3([CH3:27])[CH:18]4[C:19]([CH3:25])([CH3:26])[CH:20]([CH2:21][CH:22]3[O:23]2)[CH2:24]4)[NH:28][C:29]([CH2:30][CH:31]2[CH2:32][CH2:33][CH:34]([CH2:37][NH2:38])[CH2:35][CH2:36]2)=[O:49])[cH:10][cH:11][cH:12]1)=[O:52]
US09403834B2,CC(C)(C)[NH:24][S:21]([c:17]1[cH:16][c:15](-[c:12]2[n:11]3[c:10]([c:9]([NH:8][CH2:1][c:2]4[cH:3][cH:4][cH:5][cH:6][cH:7]4)[n:14][n:13]2)[c:31](-[c:32]2[cH:33][cH:34][cH:35][cH:36][cH:37]2)[cH:30][cH:29]3)[cH:20][n:19][cH:18]1)(=[O:22])=[O:23]>>[CH2:1]([c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1)[NH:8][c:9]1[c:10]2[n:11]([c:12](-[c:15]3[cH:16][c:17]([S:21](=[O:22])(=[O:23])[NH2:24])[cH:18][n:19][cH:20]3)[n:13][n:14]1)[cH:29][cH:30][c:31]2-[c:32]1[cH:33][cH:34][cH:35][cH:36][cH:37]1
US09376422B2,O=[C:4]([c:3]1[c:2]([Br:1])[c:10]([N:11]([CH:12]2[CH2:13][CH2:14][O:15][CH2:16][CH2:17]2)[CH2:18][CH3:19])[cH:9][c:8]([Cl:20])[cH:7]1)[OH:6].[NH2:63][CH2:64][c:65]1[c:66](=[O:73])[nH:67][c:68]([CH3:72])[cH:69][c:70]1[CH3:71]>>[Br:1][c:2]1[c:3]([C:4](=[O:6])[NH:63][CH2:64][c:65]2[c:66](=[O:73])[nH:67][c:68]([CH3:72])[cH:69][c:70]2[CH3:71])[cH:7][c:8]([Cl:20])[cH:9][c:10]1[N:11]([CH:12]1[CH2:13][CH2:14][O:15][CH2:16][CH2:17]1)[CH2:18][CH3:19]
US07223769B2,[CH:3]1([CH:8]([CH3:9])[OH:10])[CH2:4][CH2:5][CH2:6][CH2:7]1.Cl[c:12]1[n:13][cH:14][n:15][c:16](Cl)[cH:17]1.[CH2:19]([C:20]#[C:21][CH3:22])[OH:23]>>[CH:3]1([CH:8]([CH3:9])[O:10][c:16]2[n:15][cH:14][n:13][c:12]([O:23][CH2:19][C:20]#[C:21][CH3:22])[cH:17]2)[CH2:4][CH2:5][CH2:6][CH2:7]1
US06852721B2,Br[c:2]1[cH:3][n:4][cH:5][c:6]([Br:8])[cH:7]1.OB(O)[c:18]1[cH:17][s:16][cH:20][cH:19]1>>[c:2]1(-[c:18]2[cH:17][s:16][cH:20][cH:19]2)[cH:3][n:4][cH:5][c:6]([Br:8])[cH:7]1
US08609690B2,O=S(=O)(Cl)[Cl:4].[F:6][c:7]1[cH:8][c:9]([C:10](=[O:11])[OH:12])[cH:13][cH:14][c:15]1[OH:16]>>[Cl:4][c:14]1[cH:13][c:9]([C:10](=[O:11])[OH:12])[cH:8][c:7]([F:6])[c:15]1[OH:16]
US08420655B2,O=[CH:8][c:7]1[c:6](-[c:2]2[s:1][cH:5][cH:4][n:3]2)[cH:13][cH:12][cH:11][cH:10]1.[NH2:14][c:15]1[n:16][cH:17][c:18](-[c:21]2[cH:22][c:23]([NH2:32])[c:24]([NH:27][C:28]([CH3:29])([CH3:30])[CH3:31])[cH:25][cH:26]2)[cH:19][n:20]1>>[s:1]1[c:2](-[c:6]2[c:7](-[c:8]3[n:27]([C:28]([CH3:29])([CH3:30])[CH3:31])[c:24]4[c:23]([cH:22][c:21](-[c:18]5[cH:17][n:16][c:15]([NH2:14])[n:20][cH:19]5)[cH:26][cH:25]4)[n:32]3)[cH:10][cH:11][cH:12][cH:13]2)[n:3][cH:4][cH:5]1
US09382234B2,O[N+:6](=[O:7])[O-:9].[CH3:10][c:11]1[nH:12][c:13]([CH3:18])[cH:14][c:15](=[O:17])[cH:16]1>>[N+:6](=[O:7])([O-:9])[c:16]1[c:11]([CH3:10])[nH:12][c:13]([CH3:18])[cH:14][c:15]1=[O:17]
US08309562B2,CC(C)(C)OC(=O)[NH:7][CH2:8][CH2:9][NH:10][c:11]1[n:12][c:13]2[cH:14][cH:15][c:16]([O:31][CH3:32])[cH:17][c:18]2[c:19]([N:21]([CH3:22])[c:23]2[cH:24][cH:25][c:26]([O:29][CH3:30])[cH:27][cH:28]2)[n:20]1>>[NH2:7][CH2:8][CH2:9][NH:10][c:11]1[n:12][c:13]2[cH:14][cH:15][c:16]([O:31][CH3:32])[cH:17][c:18]2[c:19]([N:21]([CH3:22])[c:23]2[cH:24][cH:25][c:26]([O:29][CH3:30])[cH:27][cH:28]2)[n:20]1
US07547698B2,[F:1][c:2]1[cH:3][cH:4][c:5]([NH2:6])[cH:7][cH:8]1.CC[O:11][C:12](=O)[c:14]1[n:15][c:16]2[n:17]([n:18][c:19]([N:22]3[CH2:23][CH2:24][N:25]([C:28]([c:29]4[c:30]([C:35]([F:36])([F:37])[F:38])[cH:31][cH:32][cH:33][cH:34]4)=[O:39])[CH2:26][CH2:27]3)[cH:20][cH:21]2)[cH:40]1>>[F:1][c:2]1[cH:3][cH:4][c:5]([NH:6][C:12](=[O:11])[c:14]2[n:15][c:16]3[n:17]([n:18][c:19]([N:22]4[CH2:23][CH2:24][N:25]([C:28]([c:29]5[c:30]([C:35]([F:36])([F:37])[F:38])[cH:31][cH:32][cH:33][cH:34]5)=[O:39])[CH2:26][CH2:27]4)[cH:20][cH:21]3)[cH:40]2)[cH:7][cH:8]1
US06624159B2,O=C(CBr)O[C:3]([CH2:2]Br)=[O:4].[CH2:10]([c:11]1[cH:12][cH:13][cH:14][cH:15][cH:16]1)[NH:17][CH2:18][c:19]1[cH:20][c:21]([CH2:41][N:42]2[CH2:43][CH2:44][O:45][CH2:46][CH2:47]2)[cH:22][c:23]2[c:24]([OH:40])[c:25]([C:29](=[O:30])[NH:31][CH2:32][c:33]3[cH:34][cH:35][c:36]([Cl:39])[cH:37][cH:38]3)[cH:26][n:27][c:28]12>>[CH2:2]1[C:3](=[O:4])[N:17]([CH2:10][c:11]2[cH:12][cH:13][cH:14][cH:15][cH:16]2)[CH2:18][c:19]2[cH:20][c:21]([CH2:41][N:42]3[CH2:43][CH2:44][O:45][CH2:46][CH2:47]3)[cH:22][c:23]3[c:24](=[O:40])[c:25]([C:29](=[O:30])[NH:31][CH2:32][c:33]4[cH:34][cH:35][c:36]([Cl:39])[cH:37][cH:38]4)[cH:26][n:27]1[c:28]23
US05504236,[OH2:1].Cl[P:8]([c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1)[c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1.[CH3:16][c:17]1[c:18]([CH:19]=[O:20])[c:21]([CH3:26])[cH:22][c:23]([CH3:25])[cH:24]1>>[O:1]=[P:8]([c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1)([c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1)[CH:19]([c:18]1[c:17]([CH3:16])[cH:24][c:23]([CH3:25])[cH:22][c:21]1[CH3:26])[OH:20]
US08524722B2,[Cl:1][c:2]1[cH:3][c:4]([NH:9][c:10]2[n:11][cH:12][n:13][c:14]3[c:15]2[c:16]2[c:17]([s:23]3)[CH2:18][NH:19][CH2:20][CH2:21][CH2:22]2)[cH:5][cH:6][c:7]1[Cl:8].O[C:30](/[CH:29]=[CH:28]/[CH2:27][N:26]([CH3:25])[CH:33]([CH3:34])[CH3:35])=[O:31]>>[Cl:1][c:2]1[cH:3][c:4]([NH:9][c:10]2[n:11][cH:12][n:13][c:14]3[c:15]2[c:16]2[c:17]([s:23]3)[CH2:18][N:19]([C:30](/[CH:29]=[CH:28]/[CH2:27][N:26]([CH3:25])[CH:33]([CH3:34])[CH3:35])=[O:31])[CH2:20][CH2:21][CH2:22]2)[cH:5][cH:6][c:7]1[Cl:8]
US04226876,[CH3:1][c:2]1[c:3]([O:4][CH2:5][C:6]2=[N:10][CH2:9][CH2:8][NH:7]2)[cH:11][cH:12][cH:13][c:14]1[CH3:15].[c:16]1([N:22]=[C:23]=[O:24])[cH:17][cH:18][cH:19][cH:20][cH:21]1>>[CH3:1][c:2]1[c:3]([O:4][CH2:5][C:6]2=[N:7][CH2:8][CH2:9][N:10]2[C:23]([NH:22][c:16]2[cH:17][cH:18][cH:19][cH:20][cH:21]2)=[O:24])[cH:11][cH:12][cH:13][c:14]1[CH3:15]
US05215982,CC(=O)O[C:5](C)=[O:7].[CH3:8][c:9]1[cH:10][nH:11][c:12]2[n:13]1[n:14][cH:15][cH:16]2>>[CH:5](=[O:7])[n:11]1[cH:10][c:9]([CH3:8])[n:13]2[c:12]1[cH:16][cH:15][n:14]2
US07211572B2,[NH2:1][CH2:2][CH2:3][NH:4][C:5]([O:6][C:7]([CH3:8])([CH3:9])[CH3:10])=[O:11].O=[CH:39][c:38]1[cH:37][c:36]([Cl:35])[c:43]([Cl:44])[cH:42][cH:41]1>>[NH:1]([CH2:2][CH2:3][NH:4][C:5]([O:6][C:7]([CH3:8])([CH3:9])[CH3:10])=[O:11])[CH2:39][c:38]1[cH:37][c:36]([Cl:35])[c:43]([Cl:44])[cH:42][cH:41]1
US09107923B2,Cl[c:36]1[n:37][cH:38][cH:39][cH:40][c:41]1[CH:42]1[CH2:43][CH2:44]1.[OH:45][c:46]1[cH:47][c:48]([CH3:70])[c:49](-[c:52]2[c:53]([CH3:69])[c:54](=[O:68])[n:55]([CH2:60][O:61][CH2:62][CH2:63][Si:64]([CH3:65])([CH3:66])[CH3:67])[c:56](=[O:59])[n:57]2[CH3:58])[cH:50][cH:51]1>>[c:36]1([O:45][c:46]2[cH:47][c:48]([CH3:70])[c:49](-[c:52]3[c:53]([CH3:69])[c:54](=[O:68])[n:55]([CH2:60][O:61][CH2:62][CH2:63][Si:64]([CH3:65])([CH3:66])[CH3:67])[c:56](=[O:59])[n:57]3[CH3:58])[cH:50][cH:51]2)[n:37][cH:38][cH:39][cH:40][c:41]1[CH:42]1[CH2:43][CH2:44]1
US08673940B2,[CH2:1]1[CH2:2][CH:3]=[CH:4][O:5][CH2:6]1.[NH2:7][c:8]1[s:9][c:10]([C:13](=[O:14])[O:15][CH2:16][CH3:17])[cH:11][n:12]1>>[CH2:1]1[CH2:2][CH2:3][CH:4]([NH:7][c:8]2[s:9][c:10]([C:13](=[O:14])[O:15][CH2:16][CH3:17])[cH:11][n:12]2)[O:5][CH2:6]1
US08198269B2,Br[CH2:4][C:5](=[O:6])[O:7][CH2:8][CH3:9].C[C:12](=[O:14])[O:15][CH2:16]C.CN1[C:20](=[O:24])[CH2:21][CH2:22][CH2:23]1>>[CH2:4]([C:5](=[O:6])[O:7][CH2:8][CH3:9])[O:24][CH2:20][C@H:21]([O:14][CH2:12][O:15][CH3:16])[CH:22]=[CH2:23]
US08188104B2,[CH2:1]=[C:2]1[CH2:3][C:4](=[O:5])[O:6]1.[Br:7][c:8]1[cH:9][c:10]([N+:15](=[O:16])[O-:17])[c:11]([NH2:12])[cH:13][cH:14]1>>[CH3:1][C:2]([CH2:3][C:4](=[O:5])[NH:12][c:11]1[c:10]([N+:15](=[O:16])[O-:17])[cH:9][c:8]([Br:7])[cH:14][cH:13]1)=[O:6]
US06730682B2,C[c:5]1[c:4]([C:9](=O)O)[cH:3][c:2](I)[cH:7][n:6]1.O=C1C[CH2:13][C:14](=O)[N:16]1Br>>[cH:2]1[cH:3][c:4]2[c:5]([n:6][cH:7]1)[n:16][cH:14][cH:13][cH:9]2
US07842685B2,[F:1][c:2]1[cH:3][c:4]([NH2:26])[cH:5][cH:6][c:7]1-[c:8]1[s:9][c:10]2[n:11][c:12]([C:17]3([c:20]4[cH:21][cH:22][cH:23][cH:24][cH:25]4)[CH2:18][CH2:19]3)[cH:13][cH:14][c:15]2[n:16]1.[C:27]([CH3:28])(=[O:29])[O:30][C@@H:31]1[C:32](=[O:33])[O:34][C:35](=[O:37])[CH2:36]1>>[F:1][c:2]1[cH:3][c:4]([NH:26][C:35]([CH2:36][C@H:31]([O:30][C:27]([CH3:28])=[O:29])[C:32](=[O:33])[OH:34])=[O:37])[cH:5][cH:6][c:7]1-[c:8]1[s:9][c:10]2[n:11][c:12]([C:17]3([c:20]4[cH:21][cH:22][cH:23][cH:24][cH:25]4)[CH2:18][CH2:19]3)[cH:13][cH:14][c:15]2[n:16]1
US08664288B2,[C:1]1(=[N:7][OH:8])[CH2:2][CH2:3][CH2:4][CH2:5][CH2:6]1.[CH:11]1([N:17]=[C:18]=[N:19][CH:20]2[CH2:21][CH2:22][CH2:23][CH2:24][CH2:25]2)[CH2:12][CH2:13][CH2:14][CH2:15][CH2:16]1>>[C:1]1(=[N:7][O:8][C:18](=[N:17][CH:11]2[CH2:12][CH2:13][CH2:14][CH2:15][CH2:16]2)[NH:19][CH:20]2[CH2:21][CH2:22][CH2:23][CH2:24][CH2:25]2)[CH2:2][CH2:3][CH2:4][CH2:5][CH2:6]1
US08093294B2,O[C:20]([c:17]1[cH:16][cH:15][c:14]([CH2:13]/[C:4]([C:3]([O:2][CH3:1])=[O:23])=[C:5](/[C:6](=[O:7])[O:8][CH3:9])[CH:10]([CH3:11])[CH3:12])[cH:19][cH:18]1)=[O:21].COc1nc(OC)[n:35]c([N+]2(C)CCOCC2)n1>>[CH3:1][O:2][C:3](/[C:4](=[C:5](\[C:6](=[O:7])[O:8][CH3:9])[CH:10]([CH3:11])[CH3:12])[CH2:13][c:14]1[cH:15][cH:16][c:17]([C:20](=[O:21])[NH2:35])[cH:18][cH:19]1)=[O:23]
US07501412B2,>>[NH:6]1[CH2:7][CH2:8][CH:9]([c:12]2[n:13][o:14][c:15]3[nH:16][c:17](=[O:25])[c:18]4[cH:19][cH:20][cH:21][cH:22][c:23]4[c:24]23)[CH2:10][CH2:11]1
US07598255B2,Cc1ccc(-[c:10]2[n:9][c:8](Cc3ccccc3)[n:13][c:12]([CH2:14]OC3CCCCO3)[cH:11]2)cc1.CC[N:36]([CH2:37]C)[CH2:39]C.C[c:41]1[cH:42][cH:43][c:44]([C:47](=O)Cl)[cH:45][cH:46]1.N=C(N)[CH2:68][c:62]1[cH:63][cH:64][cH:65][cH:66][cH:67]1>>[c:8]1([CH2:68][c:62]2[cH:63][cH:64][cH:65][cH:66][cH:67]2)[n:9][c:10](-[c:41]2[cH:42][cH:43][c:44]([CH3:47])[cH:45][cH:46]2)[cH:11][c:12]([CH2:14][N:36]([CH3:37])[CH3:39])[n:13]1
US09150582B2,[CH2:1]([c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1)[N:8]=[C:9]=[O:10].[c:11]1([C:17]2([CH2:27][C:28]([CH3:29])([CH3:30])[CH3:31])[O:18][C:19](=[O:26])[C:20]3=[C:21]2[CH2:22][NH:23][CH2:24][CH2:25]3)[cH:12][cH:13][cH:14][cH:15][cH:16]1>>[CH2:1]([c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1)[NH:8][C:9](=[O:10])[N:23]1[CH2:22][C:21]2=[C:20]([C:19](=[O:26])[O:18][C:17]2([c:11]2[cH:12][cH:13][cH:14][cH:15][cH:16]2)[CH2:27][C:28]([CH3:29])([CH3:30])[CH3:31])[CH2:25][CH2:24]1
US08637559B2,[OH:1][c:2]1[c:3]([C:8]([CH3:9])=[O:10])[cH:4][cH:5][cH:6][cH:7]1.Cl[CH2:13][O:12][CH3:11]>>[O:1]([c:2]1[c:3]([C:8]([CH3:9])=[O:10])[cH:4][cH:5][cH:6][cH:7]1)[CH2:13][O:12][CH3:11]
US08338452B2,[Br:3][c:4]1[cH:5][nH:6][c:7]2[n:8][cH:9][cH:10][cH:11][c:12]12.Cl[S:19]([c:13]1[cH:14][cH:15][cH:16][cH:17][cH:18]1)(=[O:20])=[O:21]>>[Br:3][c:4]1[cH:5][n:6]([S:19]([c:13]2[cH:14][cH:15][cH:16][cH:17][cH:18]2)(=[O:20])=[O:21])[c:7]2[n:8][cH:9][cH:10][cH:11][c:12]12
US07714022B2,CC[O:5][C:6](=[O:7])[c:8]1[c:9](-[c:30]2[cH:31][cH:32][cH:33][cH:34][cH:35]2)[n:10](-[c:21]2[cH:22][c:23]([C:27](=[O:28])[OH:29])[cH:24][cH:25][cH:26]2)[c:11]([CH2:13][CH2:14][c:15]2[cH:16][cH:17][cH:18][cH:19][cH:20]2)[cH:12]1>>[O:5]=[C:6]([OH:7])[c:8]1[c:9](-[c:30]2[cH:31][cH:32][cH:33][cH:34][cH:35]2)[n:10](-[c:21]2[cH:22][c:23]([C:27](=[O:28])[OH:29])[cH:24][cH:25][cH:26]2)[c:11]([CH2:13][CH2:14][c:15]2[cH:16][cH:17][cH:18][cH:19][cH:20]2)[cH:12]1
